id_empleado,nombre,mes,anio,mes_num,puesto,area,genero,fecha_ingreso,salario_nominal,bono_dic,total_devengado
E002,"López, María",2018-06-01,2018,6,Jefe de Ventas,Ventas,F,2018-01-01,55215.79,0.0,55215.79
E003,"García, Juan",2018-06-01,2018,6,Vendedor Senior,Ventas,M,2018-01-01,37764.97,0.0,37764.97
E004,"Martínez, Ana",2018-06-01,2018,6,Vendedora,Ventas,F,2018-01-01,32246.96,0.0,32246.96
E005,"Rodríguez, Luis",2018-06-01,2018,6,Técnico Senior,Taller,M,2018-01-01,42290.18,0.0,42290.18
E006,"Sánchez, Pablo",2018-06-01,2018,6,Técnico,Taller,M,2018-01-01,34110.55,0.0,34110.55
E007,"Torres, Sofía",2018-06-01,2018,6,Administrativa,Administración,F,2018-01-01,33498.73,0.0,33498.73
E008,"Ramírez, Diego",2018-06-01,2018,6,Encargado Depósito,Logística,M,2018-01-01,36316.53,0.0,36316.53
E009,"Flores, Valeria",2018-06-01,2018,6,Vendedora,Ventas,F,2018-01-01,29918.35,0.0,29918.35
E010,"Medina, Roberto",2018-06-01,2018,6,Técnico,Taller,M,2018-03-01,31756.07,0.0,31756.07
E001,"Fernández, Carlos",2018-07-01,2018,7,Gerente General,Administración,M,2018-01-01,85131.72,0.0,85131.72
E002,"López, María",2018-07-01,2018,7,Jefe de Ventas,Ventas,F,2018-01-01,54961.94,0.0,54961.94
E003,"García, Juan",2018-07-01,2018,7,Vendedor Senior,Ventas,M,2018-01-01,37977.67,0.0,37977.67
E004,"Martínez, Ana",2018-07-01,2018,7,Vendedora,Ventas,F,2018-01-01,31821.0,0.0,31821.0
E005,"Rodríguez, Luis",2018-07-01,2018,7,Técnico Senior,Taller,M,2018-01-01,42017.24,0.0,42017.24
E006,"Sánchez, Pablo",2018-07-01,2018,7,Técnico,Taller,M,2018-01-01,34531.15,0.0,34531.15
E007,"Torres, Sofía",2018-07-01,2018,7,Administrativa,Administración,F,2018-01-01,33227.31,0.0,33227.31
E008,"Ramírez, Diego",2018-07-01,2018,7,Encargado Depósito,Logística,M,2018-01-01,36049.34,0.0,36049.34
E009,"Flores, Valeria",2018-07-01,2018,7,Vendedora,Ventas,F,2018-01-01,30371.4,0.0,30371.4
E010,"Medina, Roberto",2018-07-01,2018,7,Técnico,Taller,M,2018-03-01,32232.67,0.0,32232.67
E001,"Fernández, Carlos",2018-08-01,2018,8,Gerente General,Administración,M,2018-01-01,84721.96,0.0,84721.96
E002,"López, María",2018-08-01,2018,8,Jefe de Ventas,Ventas,F,2018-01-01,54970.8,0.0,54970.8
E003,"García, Juan",2018-08-01,2018,8,Vendedor Senior,Ventas,M,2018-01-01,38342.31,0.0,38342.31
E004,"Martínez, Ana",2018-08-01,2018,8,Vendedora,Ventas,F,2018-01-01,32076.6,0.0,32076.6
E005,"Rodríguez, Luis",2018-08-01,2018,8,Técnico Senior,Taller,M,2018-01-01,42179.02,0.0,42179.02
E006,"Sánchez, Pablo",2018-08-01,2018,8,Técnico,Taller,M,2018-01-01,33573.82,0.0,33573.82
E007,"Torres, Sofía",2018-08-01,2018,8,Administrativa,Administración,F,2018-01-01,32826.29,0.0,32826.29
E008,"Ramírez, Diego",2018-08-01,2018,8,Encargado Depósito,Logística,M,2018-01-01,35979.32,0.0,35979.32
E009,"Flores, Valeria",2018-08-01,2018,8,Vendedora,Ventas,F,2018-01-01,30339.51,0.0,30339.51
E010,"Medina, Roberto",2018-08-01,2018,8,Técnico,Taller,M,2018-03-01,32605.08,0.0,32605.08
E001,"Fernández, Carlos",2018-09-01,2018,9,Gerente General,Administración,M,2018-01-01,84234.58,0.0,84234.58
E002,"López, María",2018-09-01,2018,9,Jefe de Ventas,Ventas,F,2018-01-01,54658.43,0.0,54658.43
E003,"García, Juan",2018-09-01,2018,9,Vendedor Senior,Ventas,M,2018-01-01,38169.91,0.0,38169.91
E004,"Martínez, Ana",2018-09-01,2018,9,Vendedora,Ventas,F,2018-01-01,32680.6,0.0,32680.6
E005,"Rodríguez, Luis",2018-09-01,2018,9,Técnico Senior,Taller,M,2018-01-01,41581.59,0.0,41581.59
E006,"Sánchez, Pablo",2018-09-01,2018,9,Técnico,Taller,M,2018-01-01,33332.66,0.0,33332.66
E007,"Torres, Sofía",2018-09-01,2018,9,Administrativa,Administración,F,2018-01-01,33054.16,0.0,33054.16
E008,"Ramírez, Diego",2018-09-01,2018,9,Encargado Depósito,Logística,M,2018-01-01,35514.35,0.0,35514.35
E009,"Flores, Valeria",2018-09-01,2018,9,Vendedora,Ventas,F,2018-01-01,30170.27,0.0,30170.27
E010,"Medina, Roberto",2018-09-01,2018,9,Técnico,Taller,M,2018-03-01,32249.99,0.0,32249.99
E001,"Fernández, Carlos",2018-10-01,2018,10,Gerente General,Administración,M,2018-01-01,84812.87,0.0,84812.87
E002,"López, María",2018-10-01,2018,10,Jefe de Ventas,Ventas,F,2018-01-01,54752.72,0.0,54752.72
E003,"García, Juan",2018-10-01,2018,10,Vendedor Senior,Ventas,M,2018-01-01,37729.29,0.0,37729.29
E004,"Martínez, Ana",2018-10-01,2018,10,Vendedora,Ventas,F,2018-01-01,32020.79,0.0,32020.79
E005,"Rodríguez, Luis",2018-10-01,2018,10,Técnico Senior,Taller,M,2018-01-01,41446.33,0.0,41446.33
E006,"Sánchez, Pablo",2018-10-01,2018,10,Técnico,Taller,M,2018-01-01,33843.39,0.0,33843.39
E007,"Torres, Sofía",2018-10-01,2018,10,Administrativa,Administración,F,2018-01-01,32759.0,0.0,32759.0
E008,"Ramírez, Diego",2018-10-01,2018,10,Encargado Depósito,Logística,M,2018-01-01,36099.46,0.0,36099.46
E009,"Flores, Valeria",2018-10-01,2018,10,Vendedora,Ventas,F,2018-01-01,30104.54,0.0,30104.54
E010,"Medina, Roberto",2018-10-01,2018,10,Técnico,Taller,M,2018-03-01,32451.14,0.0,32451.14
E001,"Fernández, Carlos",2018-11-01,2018,11,Gerente General,Administración,M,2018-01-01,84167.19,0.0,84167.19
E002,"López, María",2018-11-01,2018,11,Jefe de Ventas,Ventas,F,2018-01-01,54809.9,0.0,54809.9
E003,"García, Juan",2018-11-01,2018,11,Vendedor Senior,Ventas,M,2018-01-01,38355.51,0.0,38355.51
E004,"Martínez, Ana",2018-11-01,2018,11,Vendedora,Ventas,F,2018-01-01,32151.62,0.0,32151.62
E005,"Rodríguez, Luis",2018-11-01,2018,11,Técnico Senior,Taller,M,2018-01-01,41722.6,0.0,41722.6
E006,"Sánchez, Pablo",2018-11-01,2018,11,Técnico,Taller,M,2018-01-01,33550.25,0.0,33550.25
E007,"Torres, Sofía",2018-11-01,2018,11,Administrativa,Administración,F,2018-01-01,33610.6,0.0,33610.6
E008,"Ramírez, Diego",2018-11-01,2018,11,Encargado Depósito,Logística,M,2018-01-01,35426.64,0.0,35426.64
E009,"Flores, Valeria",2018-11-01,2018,11,Vendedora,Ventas,F,2018-01-01,29625.6,0.0,29625.6
E010,"Medina, Roberto",2018-11-01,2018,11,Técnico,Taller,M,2018-03-01,32059.87,0.0,32059.87
E001,"Fernández, Carlos",2018-12-01,2018,12,Gerente General,Administración,M,2018-01-01,85816.76,42908.38,128725.14
E002,"López, María",2018-12-01,2018,12,Jefe de Ventas,Ventas,F,2018-01-01,54517.66,27258.83,81776.48
E003,"García, Juan",2018-12-01,2018,12,Vendedor Senior,Ventas,M,2018-01-01,38259.25,19129.63,57388.88
E004,"Martínez, Ana",2018-12-01,2018,12,Vendedora,Ventas,F,2018-01-01,31677.0,15838.5,47515.5
E005,"Rodríguez, Luis",2018-12-01,2018,12,Técnico Senior,Taller,M,2018-01-01,42336.47,21168.24,63504.71
E006,"Sánchez, Pablo",2018-12-01,2018,12,Técnico,Taller,M,2018-01-01,34276.49,17138.24,51414.73
E007,"Torres, Sofía",2018-12-01,2018,12,Administrativa,Administración,F,2018-01-01,32710.34,16355.17,49065.51
E008,"Ramírez, Diego",2018-12-01,2018,12,Encargado Depósito,Logística,M,2018-01-01,36316.05,18158.03,54474.08
E009,"Flores, Valeria",2018-12-01,2018,12,Vendedora,Ventas,F,2018-01-01,29705.72,14852.86,44558.58
E010,"Medina, Roberto",2018-12-01,2018,12,Técnico,Taller,M,2018-03-01,31206.19,15603.09,46809.28
E001,"Fernández, Carlos",2019-01-01,2019,1,Gerente General,Administración,M,2018-01-01,125614.76,0.0,125614.76
E002,"López, María",2019-01-01,2019,1,Jefe de Ventas,Ventas,F,2018-01-01,81713.97,0.0,81713.97
E003,"García, Juan",2019-01-01,2019,1,Vendedor Senior,Ventas,M,2018-01-01,56666.81,0.0,56666.81
E004,"Martínez, Ana",2019-01-01,2019,1,Vendedora,Ventas,F,2018-01-01,47868.4,0.0,47868.4
E005,"Rodríguez, Luis",2019-01-01,2019,1,Técnico Senior,Taller,M,2018-01-01,61513.62,0.0,61513.62
E006,"Sánchez, Pablo",2019-01-01,2019,1,Técnico,Taller,M,2018-01-01,50314.44,0.0,50314.44
E007,"Torres, Sofía",2019-01-01,2019,1,Administrativa,Administración,F,2018-01-01,48624.4,0.0,48624.4
E008,"Ramírez, Diego",2019-01-01,2019,1,Encargado Depósito,Logística,M,2018-01-01,53273.25,0.0,53273.25
E009,"Flores, Valeria",2019-01-01,2019,1,Vendedora,Ventas,F,2018-01-01,45421.56,0.0,45421.56
E010,"Medina, Roberto",2019-01-01,2019,1,Técnico,Taller,M,2018-03-01,47269.29,0.0,47269.29
E001,"Fernández, Carlos",2019-02-01,2019,2,Gerente General,Administración,M,2018-01-01,124566.87,0.0,124566.87
E002,"López, María",2019-02-01,2019,2,Jefe de Ventas,Ventas,F,2018-01-01,81191.9,0.0,81191.9
E003,"García, Juan",2019-02-01,2019,2,Vendedor Senior,Ventas,M,2018-01-01,56715.51,0.0,56715.51
E004,"Martínez, Ana",2019-02-01,2019,2,Vendedora,Ventas,F,2018-01-01,47589.57,0.0,47589.57
E005,"Rodríguez, Luis",2019-02-01,2019,2,Técnico Senior,Taller,M,2018-01-01,62806.67,0.0,62806.67
E006,"Sánchez, Pablo",2019-02-01,2019,2,Técnico,Taller,M,2018-01-01,51250.12,0.0,51250.12
E007,"Torres, Sofía",2019-02-01,2019,2,Administrativa,Administración,F,2018-01-01,49721.95,0.0,49721.95
E008,"Ramírez, Diego",2019-02-01,2019,2,Encargado Depósito,Logística,M,2018-01-01,52852.32,0.0,52852.32
E009,"Flores, Valeria",2019-02-01,2019,2,Vendedora,Ventas,F,2018-01-01,44732.69,0.0,44732.69
E010,"Medina, Roberto",2019-02-01,2019,2,Técnico,Taller,M,2018-03-01,46531.77,0.0,46531.77
E001,"Fernández, Carlos",2019-03-01,2019,3,Gerente General,Administración,M,2018-01-01,127173.48,0.0,127173.48
E002,"López, María",2019-03-01,2019,3,Jefe de Ventas,Ventas,F,2018-01-01,80139.66,0.0,80139.66
E003,"García, Juan",2019-03-01,2019,3,Vendedor Senior,Ventas,M,2018-01-01,55371.81,0.0,55371.81
E004,"Martínez, Ana",2019-03-01,2019,3,Vendedora,Ventas,F,2018-01-01,47270.2,0.0,47270.2
E005,"Rodríguez, Luis",2019-03-01,2019,3,Técnico Senior,Taller,M,2018-01-01,62738.82,0.0,62738.82
E006,"Sánchez, Pablo",2019-03-01,2019,3,Técnico,Taller,M,2018-01-01,49847.47,0.0,49847.47
E007,"Torres, Sofía",2019-03-01,2019,3,Administrativa,Administración,F,2018-01-01,48581.49,0.0,48581.49
E008,"Ramírez, Diego",2019-03-01,2019,3,Encargado Depósito,Logística,M,2018-01-01,52835.15,0.0,52835.15
E009,"Flores, Valeria",2019-03-01,2019,3,Vendedora,Ventas,F,2018-01-01,44465.62,0.0,44465.62
E010,"Medina, Roberto",2019-03-01,2019,3,Técnico,Taller,M,2018-03-01,47796.55,0.0,47796.55
E011,"Jiménez, Laura",2019-03-01,2019,3,Vendedora,Ventas,F,2019-03-01,48848.46,0.0,48848.46
E001,"Fernández, Carlos",2019-04-01,2019,4,Gerente General,Administración,M,2018-01-01,125019.22,0.0,125019.22
E002,"López, María",2019-04-01,2019,4,Jefe de Ventas,Ventas,F,2018-01-01,82648.62,0.0,82648.62
E003,"García, Juan",2019-04-01,2019,4,Vendedor Senior,Ventas,M,2018-01-01,56812.67,0.0,56812.67
E004,"Martínez, Ana",2019-04-01,2019,4,Vendedora,Ventas,F,2018-01-01,46989.08,0.0,46989.08
E005,"Rodríguez, Luis",2019-04-01,2019,4,Técnico Senior,Taller,M,2018-01-01,61604.67,0.0,61604.67
E006,"Sánchez, Pablo",2019-04-01,2019,4,Técnico,Taller,M,2018-01-01,50115.65,0.0,50115.65
E007,"Torres, Sofía",2019-04-01,2019,4,Administrativa,Administración,F,2018-01-01,49318.79,0.0,49318.79
E008,"Ramírez, Diego",2019-04-01,2019,4,Encargado Depósito,Logística,M,2018-01-01,51899.49,0.0,51899.49
E009,"Flores, Valeria",2019-04-01,2019,4,Vendedora,Ventas,F,2018-01-01,44981.43,0.0,44981.43
E010,"Medina, Roberto",2019-04-01,2019,4,Técnico,Taller,M,2018-03-01,47190.45,0.0,47190.45
E011,"Jiménez, Laura",2019-04-01,2019,4,Vendedora,Ventas,F,2019-03-01,48242.05,0.0,48242.05
E001,"Fernández, Carlos",2019-05-01,2019,5,Gerente General,Administración,M,2018-01-01,125978.41,0.0,125978.41
E002,"López, María",2019-05-01,2019,5,Jefe de Ventas,Ventas,F,2018-01-01,81628.96,0.0,81628.96
E003,"García, Juan",2019-05-01,2019,5,Vendedor Senior,Ventas,M,2018-01-01,56729.77,0.0,56729.77
E004,"Martínez, Ana",2019-05-01,2019,5,Vendedora,Ventas,F,2018-01-01,47903.06,0.0,47903.06
E005,"Rodríguez, Luis",2019-05-01,2019,5,Técnico Senior,Taller,M,2018-01-01,62375.02,0.0,62375.02
E006,"Sánchez, Pablo",2019-05-01,2019,5,Técnico,Taller,M,2018-01-01,50574.52,0.0,50574.52
E007,"Torres, Sofía",2019-05-01,2019,5,Administrativa,Administración,F,2018-01-01,48871.4,0.0,48871.4
E008,"Ramírez, Diego",2019-05-01,2019,5,Encargado Depósito,Logística,M,2018-01-01,53634.34,0.0,53634.34
E009,"Flores, Valeria",2019-05-01,2019,5,Vendedora,Ventas,F,2018-01-01,44128.99,0.0,44128.99
E010,"Medina, Roberto",2019-05-01,2019,5,Técnico,Taller,M,2018-03-01,47174.39,0.0,47174.39
E011,"Jiménez, Laura",2019-05-01,2019,5,Vendedora,Ventas,F,2019-03-01,48074.6,0.0,48074.6
E001,"Fernández, Carlos",2019-06-01,2019,6,Gerente General,Administración,M,2018-01-01,127877.17,0.0,127877.17
E002,"López, María",2019-06-01,2019,6,Jefe de Ventas,Ventas,F,2018-01-01,80886.13,0.0,80886.13
E003,"García, Juan",2019-06-01,2019,6,Vendedor Senior,Ventas,M,2018-01-01,56844.87,0.0,56844.87
E004,"Martínez, Ana",2019-06-01,2019,6,Vendedora,Ventas,F,2018-01-01,47956.15,0.0,47956.15
E005,"Rodríguez, Luis",2019-06-01,2019,6,Técnico Senior,Taller,M,2018-01-01,61199.26,0.0,61199.26
E006,"Sánchez, Pablo",2019-06-01,2019,6,Técnico,Taller,M,2018-01-01,50388.69,0.0,50388.69
E007,"Torres, Sofía",2019-06-01,2019,6,Administrativa,Administración,F,2018-01-01,49160.61,0.0,49160.61
E008,"Ramírez, Diego",2019-06-01,2019,6,Encargado Depósito,Logística,M,2018-01-01,52986.22,0.0,52986.22
E009,"Flores, Valeria",2019-06-01,2019,6,Vendedora,Ventas,F,2018-01-01,43792.91,0.0,43792.91
E010,"Medina, Roberto",2019-06-01,2019,6,Técnico,Taller,M,2018-03-01,48062.61,0.0,48062.61
E011,"Jiménez, Laura",2019-06-01,2019,6,Vendedora,Ventas,F,2019-03-01,49156.59,0.0,49156.59
E001,"Fernández, Carlos",2019-07-01,2019,7,Gerente General,Administración,M,2018-01-01,125852.0,0.0,125852.0
E002,"López, María",2019-07-01,2019,7,Jefe de Ventas,Ventas,F,2018-01-01,80548.52,0.0,80548.52
E003,"García, Juan",2019-07-01,2019,7,Vendedor Senior,Ventas,M,2018-01-01,55669.26,0.0,55669.26
E004,"Martínez, Ana",2019-07-01,2019,7,Vendedora,Ventas,F,2018-01-01,47439.28,0.0,47439.28
E005,"Rodríguez, Luis",2019-07-01,2019,7,Técnico Senior,Taller,M,2018-01-01,61870.83,0.0,61870.83
E006,"Sánchez, Pablo",2019-07-01,2019,7,Técnico,Taller,M,2018-01-01,50430.26,0.0,50430.26
E007,"Torres, Sofía",2019-07-01,2019,7,Administrativa,Administración,F,2018-01-01,49022.15,0.0,49022.15
E008,"Ramírez, Diego",2019-07-01,2019,7,Encargado Depósito,Logística,M,2018-01-01,53039.57,0.0,53039.57
E009,"Flores, Valeria",2019-07-01,2019,7,Vendedora,Ventas,F,2018-01-01,45151.94,0.0,45151.94
E010,"Medina, Roberto",2019-07-01,2019,7,Técnico,Taller,M,2018-03-01,47002.33,0.0,47002.33
E011,"Jiménez, Laura",2019-07-01,2019,7,Vendedora,Ventas,F,2019-03-01,48376.54,0.0,48376.54
E012,"Peralta, Marcos",2019-07-01,2019,7,Vendedor,Ventas,M,2019-07-01,49045.04,0.0,49045.04
E001,"Fernández, Carlos",2019-08-01,2019,8,Gerente General,Administración,M,2018-01-01,126405.9,0.0,126405.9
E002,"López, María",2019-08-01,2019,8,Jefe de Ventas,Ventas,F,2018-01-01,80584.76,0.0,80584.76
E003,"García, Juan",2019-08-01,2019,8,Vendedor Senior,Ventas,M,2018-01-01,56046.97,0.0,56046.97
E004,"Martínez, Ana",2019-08-01,2019,8,Vendedora,Ventas,F,2018-01-01,46630.46,0.0,46630.46
E005,"Rodríguez, Luis",2019-08-01,2019,8,Técnico Senior,Taller,M,2018-01-01,61808.77,0.0,61808.77
E006,"Sánchez, Pablo",2019-08-01,2019,8,Técnico,Taller,M,2018-01-01,50724.01,0.0,50724.01
E007,"Torres, Sofía",2019-08-01,2019,8,Administrativa,Administración,F,2018-01-01,48208.05,0.0,48208.05
E008,"Ramírez, Diego",2019-08-01,2019,8,Encargado Depósito,Logística,M,2018-01-01,52698.51,0.0,52698.51
E009,"Flores, Valeria",2019-08-01,2019,8,Vendedora,Ventas,F,2018-01-01,44031.94,0.0,44031.94
E010,"Medina, Roberto",2019-08-01,2019,8,Técnico,Taller,M,2018-03-01,47900.26,0.0,47900.26
E011,"Jiménez, Laura",2019-08-01,2019,8,Vendedora,Ventas,F,2019-03-01,49328.18,0.0,49328.18
E012,"Peralta, Marcos",2019-08-01,2019,8,Vendedor,Ventas,M,2019-07-01,47815.58,0.0,47815.58
E001,"Fernández, Carlos",2019-09-01,2019,9,Gerente General,Administración,M,2018-01-01,123552.14,0.0,123552.14
E002,"López, María",2019-09-01,2019,9,Jefe de Ventas,Ventas,F,2018-01-01,81471.94,0.0,81471.94
E003,"García, Juan",2019-09-01,2019,9,Vendedor Senior,Ventas,M,2018-01-01,55335.76,0.0,55335.76
E004,"Martínez, Ana",2019-09-01,2019,9,Vendedora,Ventas,F,2018-01-01,47931.68,0.0,47931.68
E005,"Rodríguez, Luis",2019-09-01,2019,9,Técnico Senior,Taller,M,2018-01-01,60792.86,0.0,60792.86
E006,"Sánchez, Pablo",2019-09-01,2019,9,Técnico,Taller,M,2018-01-01,49941.65,0.0,49941.65
E007,"Torres, Sofía",2019-09-01,2019,9,Administrativa,Administración,F,2018-01-01,48941.52,0.0,48941.52
E008,"Ramírez, Diego",2019-09-01,2019,9,Encargado Depósito,Logística,M,2018-01-01,54065.08,0.0,54065.08
E009,"Flores, Valeria",2019-09-01,2019,9,Vendedora,Ventas,F,2018-01-01,44398.12,0.0,44398.12
E010,"Medina, Roberto",2019-09-01,2019,9,Técnico,Taller,M,2018-03-01,47509.88,0.0,47509.88
E011,"Jiménez, Laura",2019-09-01,2019,9,Vendedora,Ventas,F,2019-03-01,48926.68,0.0,48926.68
E012,"Peralta, Marcos",2019-09-01,2019,9,Vendedor,Ventas,M,2019-07-01,49299.41,0.0,49299.41
E001,"Fernández, Carlos",2019-10-01,2019,10,Gerente General,Administración,M,2018-01-01,126187.28,0.0,126187.28
E002,"López, María",2019-10-01,2019,10,Jefe de Ventas,Ventas,F,2018-01-01,82000.52,0.0,82000.52
E003,"García, Juan",2019-10-01,2019,10,Vendedor Senior,Ventas,M,2018-01-01,56666.03,0.0,56666.03
E004,"Martínez, Ana",2019-10-01,2019,10,Vendedora,Ventas,F,2018-01-01,47876.03,0.0,47876.03
E005,"Rodríguez, Luis",2019-10-01,2019,10,Técnico Senior,Taller,M,2018-01-01,60809.04,0.0,60809.04
E006,"Sánchez, Pablo",2019-10-01,2019,10,Técnico,Taller,M,2018-01-01,49554.52,0.0,49554.52
E007,"Torres, Sofía",2019-10-01,2019,10,Administrativa,Administración,F,2018-01-01,49170.47,0.0,49170.47
E008,"Ramírez, Diego",2019-10-01,2019,10,Encargado Depósito,Logística,M,2018-01-01,54326.24,0.0,54326.24
E010,"Medina, Roberto",2019-10-01,2019,10,Técnico,Taller,M,2018-03-01,47514.02,0.0,47514.02
E011,"Jiménez, Laura",2019-10-01,2019,10,Vendedora,Ventas,F,2019-03-01,48714.1,0.0,48714.1
E012,"Peralta, Marcos",2019-10-01,2019,10,Vendedor,Ventas,M,2019-07-01,49321.25,0.0,49321.25
E001,"Fernández, Carlos",2019-11-01,2019,11,Gerente General,Administración,M,2018-01-01,127462.38,0.0,127462.38
E002,"López, María",2019-11-01,2019,11,Jefe de Ventas,Ventas,F,2018-01-01,81948.26,0.0,81948.26
E003,"García, Juan",2019-11-01,2019,11,Vendedor Senior,Ventas,M,2018-01-01,56219.96,0.0,56219.96
